"","X","PPTCohort","PptId","Condition","Gender","Age","BlockNum","TrialNum","trial_index","TrueBernoulliParam","bernoulliEstimate","TrialRingBoolean","error","rt","TimeElapsed","SameTrialPrevResps","trial_index.1"
"1",59540,2,"VFRTYF","Manual","Female","21",1,1,12,0.68,0.51,NA,-0.17,130648,306059,"",12
"2",59541,2,"VFRTYF","Manual","Female","21",1,2,13,0.39,0.39,NA,0,9825,315884,"",13
"3",59542,2,"VFRTYF","Manual","Female","21",1,3,14,0.35,0.51,NA,0.16,3904,319788,"",14
"4",59543,2,"VFRTYF","Manual","Female","21",1,4,15,0.55,0.35,NA,-0.2,2266,322054,"",15
"5",59544,2,"VFRTYF","Manual","Female","21",1,5,16,0.66,0.64,NA,-0.02,2952,325006,"",16
"6",59547,2,"VFRTYF","Manual","Female","21",1,1,19,0.07,0.07,NA,0,3003,343227,"",19
"7",59548,2,"VFRTYF","Manual","Female","21",1,2,20,0.47,0.47,NA,0,1788,345015,"",20
"8",59549,2,"VFRTYF","Manual","Female","21",1,3,21,0.38,0.38,NA,0,1913,346928,"",21
"9",59550,2,"VFRTYF","Manual","Female","21",1,4,22,0.71,0.7,NA,-0.01,1661,348589,"",22
"10",59551,2,"VFRTYF","Manual","Female","21",1,5,23,0.61,0.61,NA,0,1407,349996,"",23
"11",59552,2,"VFRTYF","Manual","Female","21",1,6,24,0.86,0.86,NA,0,1881,351877,"",24
"12",59553,2,"VFRTYF","Manual","Female","21",1,7,25,0.57,0.58,NA,0.01,1749,353626,"",25
"13",59554,2,"VFRTYF","Manual","Female","21",1,8,26,0.58,0.58,NA,0,1410,355036,"",26
"14",59555,2,"VFRTYF","Manual","Female","21",1,9,27,0.43,0.43,NA,0,1436,356472,"",27
"15",59556,2,"VFRTYF","Manual","Female","21",1,10,28,0.01,0,NA,-0.01,2089,358561,"",28
"16",59557,2,"VFRTYF","Manual","Female","21",1,11,29,0.89,0.89,NA,0,1741,360302,"",29
"17",59558,2,"VFRTYF","Manual","Female","21",1,12,30,0.01,0.01,NA,0,2138,362440,"",30
"18",59559,2,"VFRTYF","Manual","Female","21",1,13,31,0.14,0.13,NA,-0.01,1860,364300,"",31
"19",59560,2,"VFRTYF","Manual","Female","21",1,14,32,0.1,0.11,NA,0.01,2250,366550,"",32
"20",59561,2,"VFRTYF","Manual","Female","21",1,15,33,0.61,0.62,NA,0.01,1830,368380,"",33
"21",59562,2,"VFRTYF","Manual","Female","21",1,16,34,0.55,0.55,NA,0,1753,370133,"",34
"22",59563,2,"VFRTYF","Manual","Female","21",1,17,35,0.01,0.01,NA,0,1849,371982,"",35
"23",59564,2,"VFRTYF","Manual","Female","21",1,18,36,0.24,0.24,NA,0,1596,373578,"",36
"24",59565,2,"VFRTYF","Manual","Female","21",1,19,37,0.91,0.91,NA,0,1857,375435,"",37
"25",59566,2,"VFRTYF","Manual","Female","21",1,20,38,0.11,0.12,NA,0.01,1432,376867,"",38
"26",59567,2,"VFRTYF","Manual","Female","21",1,21,39,0.98,0.98,NA,0,1702,378569,"",39
"27",59568,2,"VFRTYF","Manual","Female","21",1,22,40,0.64,0.64,NA,0,1352,379921,"",40
"28",59569,2,"VFRTYF","Manual","Female","21",1,23,41,0.23,0.23,NA,0,1380,381301,"",41
"29",59570,2,"VFRTYF","Manual","Female","21",1,24,42,0.68,0.68,NA,0,1376,382677,"",42
"30",59571,2,"VFRTYF","Manual","Female","21",1,25,43,0.1,0.1,NA,0,1612,384289,"",43
"31",59572,2,"VFRTYF","Manual","Female","21",1,26,44,0.83,0.83,NA,0,1682,385971,"",44
"32",59573,2,"VFRTYF","Manual","Female","21",1,27,45,0.3,0.31,NA,0.01,1882,387853,"",45
"33",59574,2,"VFRTYF","Manual","Female","21",1,28,46,0.74,0.74,NA,0,1361,389214,"",46
"34",59575,2,"VFRTYF","Manual","Female","21",1,29,47,0.25,0.25,NA,0,1387,390601,"",47
"35",59576,2,"VFRTYF","Manual","Female","21",1,30,48,0.29,0.29,NA,0,1649,392250,"",48
"36",18,1,"EAGEYD","Automatic","","",1,1,17,0.52,0.52,NA,0,10773.805,324833.105,"",17
"37",19,1,"EAGEYD","Automatic","","",1,2,18,0.92,0.48,NA,-0.44,7790.575,332623.68,"",18
"38",20,1,"EAGEYD","Automatic","","",1,3,19,0.84,0.48,NA,-0.36,2590.715,335214.395,"",19
"39",21,1,"EAGEYD","Automatic","","",1,4,20,0.51,0.52,NA,0.01,3918.7,339133.095,"",20
"40",22,1,"EAGEYD","Automatic","","",1,5,21,0.13,0.52,NA,0.39,3262.98,342396.075,"",21
"41",23,1,"EAGEYD","Automatic","","",1,6,22,0.66,0.52,NA,-0.14,2790.55,345186.625,"",22
"42",24,1,"EAGEYD","Automatic","","",1,7,23,0.79,0.52,NA,-0.27,2998.755,348185.38,"",23
"43",25,1,"EAGEYD","Automatic","","",1,8,24,0.52,0.49,NA,-0.03,3294.59,351479.97,"",24
"44",26,1,"EAGEYD","Automatic","","",1,9,25,0.93,0.51,NA,-0.42,3718.655,355198.625,"",25
"45",27,1,"EAGEYD","Automatic","","",1,10,26,0.64,0.52,NA,-0.12,3542.66,358741.285,"",26
"46",28,1,"EAGEYD","Automatic","","",1,11,27,0.95,0.52,NA,-0.43,2438.83,361180.115,"",27
"47",29,1,"EAGEYD","Automatic","","",1,12,28,0.28,0.52,NA,0.24,1910.605,363090.72,"",28
"48",30,1,"EAGEYD","Automatic","","",1,13,29,0.3,0.52,NA,0.22,2334.775,365425.495,"",29
"49",31,1,"EAGEYD","Automatic","","",1,14,30,0.88,0.53,NA,-0.35,5126.55,370552.045,"",30
"50",32,1,"EAGEYD","Automatic","","",1,15,31,0.13,0.51,NA,0.38,5758.73,376310.775,"",31
"51",33,1,"EAGEYD","Automatic","","",1,16,32,0.12,0.5,NA,0.38,1758.61,378069.385,"",32
"52",34,1,"EAGEYD","Automatic","","",1,17,33,0.28,0.51,NA,0.23,1318.69,379388.075,"",33
"53",35,1,"EAGEYD","Automatic","","",1,18,34,0.93,0.5,NA,-0.43,1302.93,380691.005,"",34
"54",36,1,"EAGEYD","Automatic","","",1,19,35,0.2,0.51,NA,0.31,1398.785,382089.79,"",35
"55",37,1,"EAGEYD","Automatic","","",1,20,36,0.98,0.52,NA,-0.46,2070.38,384160.17,"",36
"56",38,1,"EAGEYD","Automatic","","",1,21,37,0.84,0.59,NA,-0.25,2902.675,387062.845,"",37
"57",39,1,"EAGEYD","Automatic","","",1,22,38,0.85,0.53,NA,-0.32,2606.895,389669.74,"",38
"58",40,1,"EAGEYD","Automatic","","",1,23,39,0.55,0.51,NA,-0.04,3366.595,393036.335,"",39
"59",41,1,"EAGEYD","Automatic","","",1,24,40,0.25,0.52,NA,0.27,1622.7,394659.035,"",40
"60",42,1,"EAGEYD","Automatic","","",1,25,41,0.58,0.52,NA,-0.06,1454.545,396113.58,"",41
"61",43,1,"EAGEYD","Automatic","","",1,26,42,0.47,0.52,NA,0.05,1790.73,397904.31,"",42
"62",44,1,"EAGEYD","Automatic","","",1,27,43,0.92,0.52,NA,-0.4,2686.81,400591.12,"",43
"63",45,1,"EAGEYD","Automatic","","",1,28,44,0.34,0.53,NA,0.19,1958.72,402549.84,"",44
"64",46,1,"EAGEYD","Automatic","","",1,29,45,0.74,0.53,NA,-0.21,1438.6,403988.44,"",45
"65",47,1,"EAGEYD","Automatic","","",1,30,46,0.41,0.52,NA,0.11,1606.885,405595.325,"",46
"66",1081,1,"MILFJL","Manual","",NA,1,1,17,0.29,0.49,NA,0.2,13116.935,168791.605,"",17
"67",1082,1,"MILFJL","Manual","",NA,1,2,18,0.91,0.7,NA,-0.21,5105.825,173897.43,"",18
"68",1083,1,"MILFJL","Manual","",NA,1,3,19,0.92,0.84,NA,-0.08,3796.655,177694.085,"",19
"69",1084,1,"MILFJL","Manual","",NA,1,4,20,0.99,0.8,NA,-0.19,3232.145,180926.23,"",20
"70",1085,1,"MILFJL","Manual","",NA,1,5,21,0.05,0.88,NA,0.83,3582.99,184509.22,"",21
"71",1086,1,"MILFJL","Manual","",NA,1,6,22,0.92,0.92,NA,0,2913.26,187422.48,"",22
"72",1087,1,"MILFJL","Manual","",NA,1,7,23,0.54,0.72,NA,0.18,5682.275,193104.755,"72",23
"73",1088,1,"MILFJL","Manual","",NA,1,8,24,0.56,0.72,NA,0.16,3135.405,196240.16,"",24
"74",1089,1,"MILFJL","Manual","",NA,1,9,25,0.75,0.84,NA,0.09,6128.44,202368.6,"",25
"75",1090,1,"MILFJL","Manual","",NA,1,10,26,0.12,0.31,NA,0.19,4024.365,206392.965,"",26
"76",1091,1,"MILFJL","Manual","",NA,1,11,27,0.44,0.28,NA,-0.16,2537.195,208930.16,"",27
"77",1092,1,"MILFJL","Manual","",NA,1,12,28,0.95,0.66,NA,-0.29,6658.305,215588.465,"28",28
"78",1093,1,"MILFJL","Manual","",NA,1,13,29,0.48,0.71,NA,0.23,2809.925,218398.39,"",29
"79",1094,1,"MILFJL","Manual","",NA,1,14,30,0.86,0.78,NA,-0.08,2130.67,220529.06,"",30
"80",1095,1,"MILFJL","Manual","",NA,1,15,31,0.86,0.72,NA,-0.14,3200.145,223729.205,"",31
"81",1096,1,"MILFJL","Manual","",NA,1,16,32,0.65,0.52,NA,-0.13,2318.57,226047.775,"",32
"82",1097,1,"MILFJL","Manual","",NA,1,17,33,0.53,0.6,NA,0.07,2798.875,228846.65,"",33
"83",1098,1,"MILFJL","Manual","",NA,1,18,34,0.82,0.33,NA,-0.49,2446,231292.65,"",34
"84",1099,1,"MILFJL","Manual","",NA,1,19,35,0.24,0.28,NA,0.04,1898,233190.65,"",35
"85",1100,1,"MILFJL","Manual","",NA,1,20,36,0.67,0.44,NA,-0.23,2469.39,235660.04,"",36
"86",1101,1,"MILFJL","Manual","",NA,1,21,37,0.46,0.44,NA,-0.02,2304.795,237964.835,"",37
"87",1102,1,"MILFJL","Manual","",NA,1,22,38,0.97,0.64,NA,-0.33,6439.645,244404.48,"74",38
"88",1103,1,"MILFJL","Manual","",NA,1,23,39,0.54,0.63,NA,0.09,1842.04,246246.52,"",39
"89",1104,1,"MILFJL","Manual","",NA,1,24,40,0.54,0.66,NA,0.12,1788.33,248034.85,"",40
"90",1105,1,"MILFJL","Manual","",NA,1,25,41,0.97,0.77,NA,-0.2,3125.02,251159.87,"88",41
"91",1106,1,"MILFJL","Manual","",NA,1,26,42,0.66,0.81,NA,0.15,1878.965,253038.835,"",42
"92",1107,1,"MILFJL","Manual","",NA,1,27,43,0.08,0.43,NA,0.35,3769.12,256807.955,"84",43
"93",1108,1,"MILFJL","Manual","",NA,1,28,44,0,0.41,NA,0.41,2206.64,259014.595,"",44
"94",1109,1,"MILFJL","Manual","",NA,1,29,45,0.09,0.46,NA,0.37,1679.14,260693.735,"",45
"95",1110,1,"MILFJL","Manual","",NA,1,30,46,0.75,0.83,NA,0.08,2929.36,263623.095,"46",46
"96",2144,1,"BAERXN","Manual","",NA,1,1,17,0.02,0.69,NA,0.67,9544,287920,"",17
"97",2145,1,"BAERXN","Manual","",NA,1,2,18,0.91,0.5,NA,-0.41,5565,293485,"",18
"98",2146,1,"BAERXN","Manual","",NA,1,3,19,0.7,0.36,NA,-0.34,3477,296962,"",19
"99",2147,1,"BAERXN","Manual","",NA,1,4,20,0.4,0.51,NA,0.11,4351,301313,"",20
"100",2148,1,"BAERXN","Manual","",NA,1,5,21,0.29,0.64,NA,0.35,3663,304976,"",21
"101",2149,1,"BAERXN","Manual","",NA,1,6,22,0.79,0.41,NA,-0.38,3155,308131,"",22
"102",2150,1,"BAERXN","Manual","",NA,1,7,23,0.89,0.28,NA,-0.61,2926,311057,"",23
"103",2151,1,"BAERXN","Manual","",NA,1,8,24,0.08,0.43,NA,0.35,2354,313411,"",24
"104",2152,1,"BAERXN","Manual","",NA,1,9,25,0.03,0.53,NA,0.5,2126,315537,"",25
"105",2153,1,"BAERXN","Manual","",NA,1,10,26,0.4,0.39,NA,-0.01,3033,318570,"",26
"106",2154,1,"BAERXN","Manual","",NA,1,11,27,0.62,0.34,NA,-0.28,3030,321600,"",27
"107",2155,1,"BAERXN","Manual","",NA,1,12,28,0.3,0.24,NA,-0.06,2139,323739,"",28
"108",2156,1,"BAERXN","Manual","",NA,1,13,29,0,0.33,NA,0.33,2009,325748,"",29
"109",2157,1,"BAERXN","Manual","",NA,1,14,30,0.41,0.47,NA,0.06,2531,328279,"41",30
"110",2158,1,"BAERXN","Manual","",NA,1,15,31,0.07,0.37,NA,0.3,7737,336016," 68 75 47 37 27 18",31
"111",2159,1,"BAERXN","Manual","",NA,1,16,32,0.38,0.25,NA,-0.13,7798,343814,"",32
"112",2160,1,"BAERXN","Manual","",NA,1,17,33,0.57,0.18,NA,-0.39,6850,350664," 50 41 29",33
"113",2161,1,"BAERXN","Manual","",NA,1,18,34,0.26,0.65,NA,0.39,2612,353276,"58",34
"114",2162,1,"BAERXN","Manual","",NA,1,19,35,0.24,0.35,NA,0.11,4540,357816," 58 24",35
"115",2163,1,"BAERXN","Manual","",NA,1,20,36,0.24,0.48,NA,0.24,2119,359935,"",36
"116",2164,1,"BAERXN","Manual","",NA,1,21,37,0.98,0.31,NA,-0.67,2028,361963,"",37
"117",2165,1,"BAERXN","Manual","",NA,1,22,38,0.54,0.17,NA,-0.37,1983,363946,"",38
"118",2166,1,"BAERXN","Manual","",NA,1,23,39,0.37,0.37,NA,0,2821,366767,"",39
"119",2167,1,"BAERXN","Manual","",NA,1,24,40,0.07,0.07,NA,0,2746,369513,"",40
"120",2168,1,"BAERXN","Manual","",NA,1,25,41,0.79,0.79,NA,0,2797,372310,"",41
"121",2169,1,"BAERXN","Manual","",NA,1,26,42,0.86,0.86,NA,0,3413,375723,"",42
"122",2170,1,"BAERXN","Manual","",NA,1,27,43,0.36,0.36,NA,0,2461,378184,"",43
"123",2171,1,"BAERXN","Manual","",NA,1,28,44,0.08,0.08,NA,0,2740,380924,"",44
"124",2172,1,"BAERXN","Manual","",NA,1,29,45,0.34,0.34,NA,0,2236,383160,"",45
"125",2173,1,"BAERXN","Manual","",NA,1,30,46,0.82,0.82,NA,0,2234,385394,"",46
"126",60626,2,"CPVQTM","Automatic","Female","22",1,1,26,0.99,0.77,NA,-0.22,4051.8,484539.2,"",26
"127",60627,2,"CPVQTM","Automatic","Female","22",1,2,27,0.57,0.57,NA,0,2099.1,486638.3,"",27
"128",60628,2,"CPVQTM","Automatic","Female","22",1,3,28,0.88,0.88,NA,0,2212,488850.3,"",28
"129",60629,2,"CPVQTM","Automatic","Female","22",1,4,29,0.14,0.14,NA,0,2178,491028.3,"",29
"130",60630,2,"CPVQTM","Automatic","Female","22",1,5,30,0.52,0.52,NA,0,1860.6,492888.9,"",30
"131",60631,2,"CPVQTM","Automatic","Female","22",1,6,31,0.12,0.12,NA,0,1938.5,494827.4,"",31
"132",60632,2,"CPVQTM","Automatic","Female","22",1,7,32,0.19,0.19,NA,0,2220.1,497047.5,"",32
"133",60633,2,"CPVQTM","Automatic","Female","22",1,8,33,0.86,0.86,NA,0,6057.4,503104.9,"",33
"134",60634,2,"CPVQTM","Automatic","Female","22",1,9,34,0.41,0.41,NA,0,3824.4,506929.3," 40 40",34
"135",60635,2,"CPVQTM","Automatic","Female","22",1,10,35,0.42,0.42,NA,0,2212.3,509141.6,"",35
"136",60636,2,"CPVQTM","Automatic","Female","22",1,11,36,0.51,0.51,NA,0,2861.6,512003.2,"52",36
"137",60637,2,"CPVQTM","Automatic","Female","22",1,12,37,0.49,0.49,NA,0,2054.1,514057.3,"",37
"138",60638,2,"CPVQTM","Automatic","Female","22",1,13,38,0.36,0.36,NA,0,1861.3,515918.6,"",38
"139",60639,2,"CPVQTM","Automatic","Female","22",1,14,39,0.01,0.01,NA,0,4985.3,520903.9,"0",39
"140",60640,2,"CPVQTM","Automatic","Female","22",1,15,40,0.01,0.01,NA,0,3290.1,524194,"0",40
"141",60641,2,"CPVQTM","Automatic","Female","22",1,16,41,0,0,NA,0,5337.6,529531.6,"",41
"142",60642,2,"CPVQTM","Automatic","Female","22",1,17,42,0.39,0.39,NA,0,1889.2,531420.8,"",42
"143",60643,2,"CPVQTM","Automatic","Female","22",1,18,43,0.57,0.57,NA,0,2229.5,533650.3,"",43
"144",60644,2,"CPVQTM","Automatic","Female","22",1,19,44,0.31,0.31,NA,0,1856.7,535507,"",44
"145",60645,2,"CPVQTM","Automatic","Female","22",1,20,45,0,0,NA,0,5361,540868,"",45
"146",60646,2,"CPVQTM","Automatic","Female","22",1,21,46,0.65,0.65,NA,0,3937.7,544805.7,"",46
"147",60647,2,"CPVQTM","Automatic","Female","22",1,22,47,0.54,0.54,NA,0,2118.5,546924.2,"",47
"148",60648,2,"CPVQTM","Automatic","Female","22",1,23,48,0.57,0.57,NA,0,2188.6,549112.8,"",48
"149",60649,2,"CPVQTM","Automatic","Female","22",1,24,49,0.5,0.5,NA,0,1866.4,550979.2,"",49
"150",60650,2,"CPVQTM","Automatic","Female","22",1,25,50,0.1,0.1,NA,0,2587.6,553566.8,"9",50
"151",60651,2,"CPVQTM","Automatic","Female","22",1,26,51,0.65,0.65,NA,0,3339.6,556906.4,"64",51
"152",60652,2,"CPVQTM","Automatic","Female","22",1,27,52,0,0,NA,0,2651.7,559558.1,"",52
"153",60653,2,"CPVQTM","Automatic","Female","22",1,28,53,0.13,0.13,NA,0,2534.4,562092.5,"",53
"154",60654,2,"CPVQTM","Automatic","Female","22",1,29,54,0.18,0.18,NA,0,2110.1,564202.6,"",54
"155",60655,2,"CPVQTM","Automatic","Female","22",1,30,55,0.49,0.49,NA,0,2958.4,567161,"48",55
"156",3207,1,"UPTAQV","Manual","",NA,1,1,17,0.41,0.51,NA,0.1,15602.32,114739.32,"",17
"157",3208,1,"UPTAQV","Manual","",NA,1,2,18,0.24,0.53,NA,0.29,15919.685,130659.005," 25 82",18
"158",3209,1,"UPTAQV","Manual","",NA,1,3,19,0.69,0.4,NA,-0.29,6034.075,136693.08,"",19
"159",3210,1,"UPTAQV","Manual","",NA,1,4,20,0.51,0.51,NA,0,3068.845,139761.925,"",20
"160",3211,1,"UPTAQV","Manual","",NA,1,5,21,0.21,0.22,NA,0.01,3448.68,143210.605,"",21
"161",3212,1,"UPTAQV","Manual","",NA,1,6,22,0.98,0.55,NA,-0.43,2939.85,146150.455,"",22
"162",3213,1,"UPTAQV","Manual","",NA,1,7,23,0.78,0.59,NA,-0.19,1934.71,148085.165,"",23
"163",3214,1,"UPTAQV","Manual","",NA,1,8,24,0.78,0.5,NA,-0.28,1655.88,149741.045,"",24
"164",3215,1,"UPTAQV","Manual","",NA,1,9,25,0.77,0.59,NA,-0.18,2101.855,151842.9,"59",25
"165",3216,1,"UPTAQV","Manual","",NA,1,10,26,0.99,0.39,NA,-0.6,5253.915,157096.815,"",26
"166",3217,1,"UPTAQV","Manual","",NA,1,11,27,0.14,0.09,NA,-0.05,7141.975,164238.79," 51 95",27
"167",3218,1,"UPTAQV","Manual","",NA,1,12,28,0.1,0.12,NA,0.02,2198.705,166437.495,"",28
"168",3219,1,"UPTAQV","Manual","",NA,1,13,29,0.79,0.65,NA,-0.14,2378.59,168816.085,"",29
"169",3220,1,"UPTAQV","Manual","",NA,1,14,30,0.39,0.56,NA,0.17,2467.61,171283.695,"",30
"170",3221,1,"UPTAQV","Manual","",NA,1,15,31,0.07,0.55,NA,0.48,1799.87,173083.565,"",31
"171",3222,1,"UPTAQV","Manual","",NA,1,16,32,0.2,0.53,NA,0.33,1469.845,174553.41,"",32
"172",3223,1,"UPTAQV","Manual","",NA,1,17,33,0.18,0.51,NA,0.33,1708.245,176261.655,"",33
"173",3224,1,"UPTAQV","Manual","",NA,1,18,34,0.01,0.35,NA,0.34,3025.93,179287.585,"",34
"174",3225,1,"UPTAQV","Manual","",NA,1,19,35,0.44,0.53,NA,0.09,1628.53,180916.115,"",35
"175",3226,1,"UPTAQV","Manual","",NA,1,20,36,0.51,0.61,NA,0.1,1508.2,182424.315,"",36
"176",3227,1,"UPTAQV","Manual","",NA,1,21,37,0.27,0.46,NA,0.19,2470.905,184895.22,"",37
"177",3228,1,"UPTAQV","Manual","",NA,1,22,38,0.66,0.69,NA,0.03,1791.25,186686.47,"",38
"178",3229,1,"UPTAQV","Manual","",NA,1,23,39,0.71,0.49,NA,-0.22,1765.855,188452.325,"",39
"179",3230,1,"UPTAQV","Manual","",NA,1,24,40,0.06,0.09,NA,0.03,2853.345,191305.67,"69",40
"180",3231,1,"UPTAQV","Manual","",NA,1,25,41,0.57,0.24,NA,-0.33,1923.12,193228.79,"",41
"181",3232,1,"UPTAQV","Manual","",NA,1,26,42,0.16,0.41,NA,0.25,1462.2,194690.99,"",42
"182",3233,1,"UPTAQV","Manual","",NA,1,27,43,0,0.54,NA,0.54,1553.945,196244.935,"",43
"183",3234,1,"UPTAQV","Manual","",NA,1,28,44,0.16,0.62,NA,0.46,1172.635,197417.57,"",44
"184",3235,1,"UPTAQV","Manual","",NA,1,29,45,0.53,0.42,NA,-0.11,1512.8,198930.37,"",45
"185",3236,1,"UPTAQV","Manual","",NA,1,30,46,0.59,0.56,NA,-0.03,1485.185,200415.555,"",46
"186",4270,1,"UERYCS","Manual","",NA,1,1,17,0.35,0.35,NA,0,9855.47,285497.74,"",17
"187",4271,1,"UERYCS","Manual","",NA,1,2,18,0.66,0.66,NA,0,4750.125,290247.865,"",18
"188",4272,1,"UERYCS","Manual","",NA,1,3,19,0.53,0.53,NA,0,4531.87,294779.735,"",19
"189",4273,1,"UERYCS","Manual","",NA,1,4,20,0.17,0.17,NA,0,3749.045,298528.78,"",20
"190",4274,1,"UERYCS","Manual","",NA,1,5,21,0.8,0.8,NA,0,2950.1,301478.88,"",21
"191",4275,1,"UERYCS","Manual","",NA,1,6,22,0.01,0,NA,-0.01,4283.19,305762.07,"",22
"192",4276,1,"UERYCS","Manual","",NA,1,7,23,0.08,0.08,NA,0,3497.16,309259.23,"",23
"193",4277,1,"UERYCS","Manual","",NA,1,8,24,0.47,0.47,NA,0,4225.245,313484.475,"",24
"194",4278,1,"UERYCS","Manual","",NA,1,9,25,0.85,0.85,NA,0,3495.02,316979.495,"",25
"195",4279,1,"UERYCS","Manual","",NA,1,10,26,0.79,0.79,NA,0,2739.935,319719.43,"",26
"196",4280,1,"UERYCS","Manual","",NA,1,11,27,0.59,0.59,NA,0,2667.555,322386.985,"",27
"197",4281,1,"UERYCS","Manual","",NA,1,12,28,0.4,0.39,NA,-0.01,3469.52,325856.505,"",28
"198",4282,1,"UERYCS","Manual","",NA,1,13,29,0.62,0.62,NA,0,3186.96,329043.465,"",29
"199",4283,1,"UERYCS","Manual","",NA,1,14,30,0.89,0.89,NA,0,2382.675,331426.14,"",30
"200",4284,1,"UERYCS","Manual","",NA,1,15,31,0.11,0.1,NA,-0.01,2445.53,333871.67,"",31
"201",4285,1,"UERYCS","Manual","",NA,1,16,32,0.41,0.41,NA,0,2090.275,335961.945,"",32
"202",4286,1,"UERYCS","Manual","",NA,1,17,33,0.85,0.86,NA,0.01,2220.26,338182.205,"",33
"203",4287,1,"UERYCS","Manual","",NA,1,18,34,0.79,0.79,NA,0,2082.88,340265.085,"",34
"204",4288,1,"UERYCS","Manual","",NA,1,19,35,0.67,0.67,NA,0,1850.44,342115.525,"",35
"205",4289,1,"UERYCS","Manual","",NA,1,20,36,0.99,0.99,NA,0,3273.635,345389.16,"",36
"206",4290,1,"UERYCS","Manual","",NA,1,21,37,0.12,0.12,NA,0,2474.23,347863.39,"",37
"207",4291,1,"UERYCS","Manual","",NA,1,22,38,0.71,0.7,NA,-0.01,2049.51,349912.9,"",38
"208",4292,1,"UERYCS","Manual","",NA,1,23,39,0.37,0.37,NA,0,2157.825,352070.725,"",39
"209",4293,1,"UERYCS","Manual","",NA,1,24,40,0.63,0.63,NA,0,1683.215,353753.94,"",40
"210",4294,1,"UERYCS","Manual","",NA,1,25,41,0.24,0.25,NA,0.01,2646.24,356400.18,"",41
"211",4295,1,"UERYCS","Manual","",NA,1,26,42,0.13,0.12,NA,-0.01,2043.33,358443.51,"",42
"212",4296,1,"UERYCS","Manual","",NA,1,27,43,0.11,0.11,NA,0,1721.615,360165.125,"",43
"213",4297,1,"UERYCS","Manual","",NA,1,28,44,0.79,0.8,NA,0.01,2502.94,362668.065,"",44
"214",4298,1,"UERYCS","Manual","",NA,1,29,45,0.45,0.44,NA,-0.01,2744.41,365412.475,"",45
"215",4299,1,"UERYCS","Manual","",NA,1,30,46,0.09,0.1,NA,0.01,2570.94,367983.415,"",46
"216",61691,2,"QKEXBB","Automatic","Female","22",1,1,19,0.06,0.06,NA,0,4676.7,182434,"",19
"217",61692,2,"QKEXBB","Automatic","Female","22",1,2,20,0.41,0.41,NA,0,2791.4,185225.4,"",20
"218",61693,2,"QKEXBB","Automatic","Female","22",1,3,21,0.23,0.23,NA,0,2964.1,188189.5,"",21
"219",61694,2,"QKEXBB","Automatic","Female","22",1,4,22,0.95,0.95,NA,0,6705.4,194894.9," 96 96",22
"220",61695,2,"QKEXBB","Automatic","Female","22",1,5,23,0.21,0.21,NA,0,3493.5,198388.4,"22",23
"221",61696,2,"QKEXBB","Automatic","Female","22",1,6,24,0.89,0.89,NA,0,2966.8,201355.2,"",24
"222",61697,2,"QKEXBB","Automatic","Female","22",1,7,25,0.71,0.71,NA,0,4240.4,205595.6,"72",25
"223",61698,2,"QKEXBB","Automatic","Female","22",1,8,26,0.26,0.26,NA,0,4016.7,209612.3,"27",26
"224",61699,2,"QKEXBB","Automatic","Female","22",1,9,27,0.65,0.65,NA,0,2785.6,212397.9,"",27
"225",61700,2,"QKEXBB","Automatic","Female","22",1,10,28,0.72,0.72,NA,0,2500.1,214898,"",28
"226",61701,2,"QKEXBB","Automatic","Female","22",1,11,29,0.11,0.11,NA,0,3605.1,218503.1,"",29
"227",61702,2,"QKEXBB","Automatic","Female","22",1,12,30,0.99,0.99,NA,0,3169.1,221672.2,"",30
"228",61703,2,"QKEXBB","Automatic","Female","22",1,13,31,0.41,0.41,NA,0,2384.1,224056.3,"",31
"229",61704,2,"QKEXBB","Automatic","Female","22",1,14,32,0.09,0.09,NA,0,2917.1,226973.4,"",32
"230",61705,2,"QKEXBB","Automatic","Female","22",1,15,33,0.23,0.23,NA,0,2336.4,229309.8,"",33
"231",61706,2,"QKEXBB","Automatic","Female","22",1,16,34,0.46,0.46,NA,0,2003.5,231313.3,"",34
"232",61707,2,"QKEXBB","Automatic","Female","22",1,17,35,0.89,0.89,NA,0,2287.8,233601.1,"",35
"233",61708,2,"QKEXBB","Automatic","Female","22",1,18,36,0.15,0.15,NA,0,2181.9,235783,"",36
"234",61709,2,"QKEXBB","Automatic","Female","22",1,19,37,0.61,0.61,NA,0,2361.2,238144.2,"",37
"235",61710,2,"QKEXBB","Automatic","Female","22",1,20,38,0.45,0.45,NA,0,2540.4,240684.6,"",38
"236",61711,2,"QKEXBB","Automatic","Female","22",1,21,39,0.52,0.52,NA,0,1774.7,242459.3,"",39
"237",61712,2,"QKEXBB","Automatic","Female","22",1,22,40,0.98,0.98,NA,0,2473.8,244933.1,"",40
"238",61713,2,"QKEXBB","Automatic","Female","22",1,23,41,0.45,0.45,NA,0,1864.1,246797.2,"",41
"239",61714,2,"QKEXBB","Automatic","Female","22",1,24,42,0.91,0.91,NA,0,1984.3,248781.5,"",42
"240",61715,2,"QKEXBB","Automatic","Female","22",1,25,43,0.25,0.25,NA,0,1931.2,250712.7,"",43
"241",61716,2,"QKEXBB","Automatic","Female","22",1,26,44,0.42,0.42,NA,0,1993.8,252706.5,"",44
"242",61717,2,"QKEXBB","Automatic","Female","22",1,27,45,0.4,0.4,NA,0,1775.3,254481.8,"",45
