"","X","PPTCohort","PptId","Condition","Gender","Age","BlockNum","TrialNum","trial_index","TrueBernoulliParam","bernoulliEstimate","TrialRingBoolean","error","rt","TimeElapsed","SameTrialPrevResps","trial_index.1"
"1222",12790,1,"CIDEAB","Automatic","",NA,1,17,33,0.19,0.19,NA,0,2739.255,245150.475,"",33
"1223",12791,1,"CIDEAB","Automatic","",NA,1,18,34,0.27,0.26,NA,-0.01,3103.22,248253.695,"",34
"1224",12792,1,"CIDEAB","Automatic","",NA,1,19,35,0.92,0.9,NA,-0.02,2819.32,251073.015,"",35
"1225",12793,1,"CIDEAB","Automatic","",NA,1,20,36,0.61,0.6,NA,-0.01,1962.435,253035.45,"",36
"1226",12794,1,"CIDEAB","Automatic","",NA,1,21,37,0.51,0.5,NA,-0.01,2932.88,255968.33,"",37
"1227",12795,1,"CIDEAB","Automatic","",NA,1,22,38,0.86,0.87,NA,0.01,2378.02,258346.35,"",38
"1228",12796,1,"CIDEAB","Automatic","",NA,1,23,39,0.77,0.78,NA,0.01,2097.705,260444.055,"",39
"1229",12797,1,"CIDEAB","Automatic","",NA,1,24,40,0.82,0.81,NA,-0.01,2159.44,262603.495,"",40
"1230",12798,1,"CIDEAB","Automatic","",NA,1,25,41,0.37,0.38,NA,0.01,1792.795,264396.29,"",41
"1231",12799,1,"CIDEAB","Automatic","",NA,1,26,42,0.48,0.52,NA,0.04,5057.59,269453.88,"",42
"1232",12800,1,"CIDEAB","Automatic","",NA,1,27,43,0.97,0.96,NA,-0.01,4435.14,273889.02,"",43
"1233",12801,1,"CIDEAB","Automatic","",NA,1,28,44,0.8,0.76,NA,-0.04,4555.36,278444.38,"",44
"1234",12802,1,"CIDEAB","Automatic","",NA,1,29,45,0.32,0.25,NA,-0.07,3280.565,281724.945,"",45
"1235",12803,1,"CIDEAB","Automatic","",NA,1,30,46,0.48,0.44,NA,-0.04,2918.15,284643.095,"",46
"1236",88407,2,"IFXVVN","Manual","Female","20",1,1,12,0.62,0.5,NA,-0.12,17266.4,106492.5,"49",12
"1237",88408,2,"IFXVVN","Manual","Female","20",1,2,13,0.22,0.5,NA,0.28,10690.9,117183.4,"",13
"1238",88409,2,"IFXVVN","Manual","Female","20",1,3,14,0.09,0.49,NA,0.4,4470.4,121653.8,"",14
"1239",88410,2,"IFXVVN","Manual","Female","20",1,4,15,0.85,0.52,NA,-0.33,6041.3,127695.1,"51",15
"1240",88411,2,"IFXVVN","Manual","Female","20",1,5,16,0.69,0.52,NA,-0.17,7732.3,135427.4,"",16
"1241",88419,2,"IFXVVN","Manual","Female","20",1,6,24,0.25,0.25,NA,0,2785.8,177740.5,"",24
"1242",88420,2,"IFXVVN","Manual","Female","20",1,7,25,0.52,0.52,NA,0,2705.7,180446.2,"",25
"1243",88421,2,"IFXVVN","Manual","Female","20",1,8,26,0.59,0.59,NA,0,2369.3,182815.5,"",26
"1244",88422,2,"IFXVVN","Manual","Female","20",1,9,27,0.97,0.97,NA,0,3459.9,186275.4,"",27
"1245",88423,2,"IFXVVN","Manual","Female","20",1,10,28,0.74,0.74,NA,0,4829.4,191104.8,"74",28
"1246",88424,2,"IFXVVN","Manual","Female","20",1,11,29,0.11,0.11,NA,0,2478.2,193583,"",29
"1247",88425,2,"IFXVVN","Manual","Female","20",1,12,30,0.41,0.41,NA,0,5834.8,199417.8,"41",30
"1248",88426,2,"IFXVVN","Manual","Female","20",1,13,31,0.32,0.32,NA,0,1985.1,201402.9,"",31
"1249",88427,2,"IFXVVN","Manual","Female","20",1,14,32,0.58,0.58,NA,0,2539.7,203942.6,"",32
"1250",88428,2,"IFXVVN","Manual","Female","20",1,15,33,0.64,0.64,NA,0,2520.7,206463.3,"",33
"1251",88429,2,"IFXVVN","Manual","Female","20",1,16,34,0.84,0.84,NA,0,4350.1,210813.4,"85",34
"1252",88430,2,"IFXVVN","Manual","Female","20",1,17,35,0.44,0.44,NA,0,2129.4,212942.8,"",35
"1253",88431,2,"IFXVVN","Manual","Female","20",1,18,36,0.39,0.39,NA,0,2600.6,215543.4,"",36
"1254",88432,2,"IFXVVN","Manual","Female","20",1,19,37,0.33,0.33,NA,0,2195.7,217739.1,"",37
"1255",88433,2,"IFXVVN","Manual","Female","20",1,20,38,0.86,0.86,NA,0,2922.4,220661.5,"",38
"1256",88434,2,"IFXVVN","Manual","Female","20",1,21,39,0.95,0.95,NA,0,2865.8,223527.3,"",39
"1257",88435,2,"IFXVVN","Manual","Female","20",1,22,40,0.65,0.65,NA,0,2356.7,225884,"",40
"1258",88436,2,"IFXVVN","Manual","Female","20",1,23,41,0.76,0.76,NA,0,3874.8,229758.8,"77",41
"1259",88437,2,"IFXVVN","Manual","Female","20",1,24,42,0.01,0.01,NA,0,5490,235248.8,"1",42
"1260",88438,2,"IFXVVN","Manual","Female","20",1,25,43,0.9,0.9,NA,0,4174,239422.8,"",43
"1261",88439,2,"IFXVVN","Manual","Female","20",1,26,44,0.51,0.51,NA,0,4943.5,244366.3,"52",44
"1262",88440,2,"IFXVVN","Manual","Female","20",1,27,45,0,0,NA,0,7013.1,251379.4,"",45
"1263",88441,2,"IFXVVN","Manual","Female","20",1,28,46,0.5,0.5,NA,0,3913,255292.4,"51",46
"1264",88442,2,"IFXVVN","Manual","Female","20",1,29,47,0.69,0.69,NA,0,4611.6,259904,"77",47
"1265",88443,2,"IFXVVN","Manual","Female","20",1,30,48,0.96,0.96,NA,0,2967,262871,"",48
"1266",13837,1,"AXNSED","Automatic","",NA,1,1,17,0.8,0.8,NA,0,11108.47,262103.075,"",17
"1267",13838,1,"AXNSED","Automatic","",NA,1,2,18,0.23,0.23,NA,0,3600.375,265703.45,"",18
"1268",13839,1,"AXNSED","Automatic","",NA,1,3,19,0.02,0.02,NA,0,3509.56,269213.01,"",19
"1269",13840,1,"AXNSED","Automatic","",NA,1,4,20,0.6,0.6,NA,0,3416.885,272629.895,"61",20
"1270",13841,1,"AXNSED","Automatic","",NA,1,5,21,0.03,0.03,NA,0,2582.12,275212.015,"",21
"1271",13842,1,"AXNSED","Automatic","",NA,1,6,22,0.06,0.06,NA,0,2321.375,277533.39,"",22
"1272",13843,1,"AXNSED","Automatic","",NA,1,7,23,0.71,0.71,NA,0,2678.665,280212.055,"",23
"1273",13844,1,"AXNSED","Automatic","",NA,1,8,24,0.69,0.69,NA,0,1904.875,282116.93,"",24
"1274",13845,1,"AXNSED","Automatic","",NA,1,9,25,0.62,0.62,NA,0,2418.63,284535.56,"",25
"1275",13846,1,"AXNSED","Automatic","",NA,1,10,26,0.89,0.89,NA,0,2267.145,286802.705,"",26
"1276",13847,1,"AXNSED","Automatic","",NA,1,11,27,0.51,0.51,NA,0,2147.41,288950.115,"",27
"1277",13848,1,"AXNSED","Automatic","",NA,1,12,28,0.46,0.46,NA,0,1925.455,290875.57,"",28
"1278",13849,1,"AXNSED","Automatic","",NA,1,13,29,0.36,0.36,NA,0,3968.59,294844.16," 35 35",29
"1279",13850,1,"AXNSED","Automatic","",NA,1,14,30,0.47,0.47,NA,0,2091.525,296935.685,"",30
"1280",13851,1,"AXNSED","Automatic","",NA,1,15,31,0.12,0.12,NA,0,3908.065,300843.75,"11",31
"1281",13852,1,"AXNSED","Automatic","",NA,1,16,32,0.14,0.14,NA,0,2337.595,303181.345,"",32
"1282",13853,1,"AXNSED","Automatic","",NA,1,17,33,0.12,0.12,NA,0,2214.17,305395.515,"",33
"1283",13854,1,"AXNSED","Automatic","",NA,1,18,34,0.04,0.04,NA,0,2539.76,307935.275,"",34
"1284",13855,1,"AXNSED","Automatic","",NA,1,19,35,0.59,0.59,NA,0,2574.445,310509.72,"",35
"1285",13856,1,"AXNSED","Automatic","",NA,1,20,36,0.78,0.78,NA,0,2114.41,312624.13,"",36
"1286",13857,1,"AXNSED","Automatic","",NA,1,21,37,0.89,0.89,NA,0,2431.35,315055.48,"",37
"1287",13858,1,"AXNSED","Automatic","",NA,1,22,38,0.54,0.54,NA,0,2199.885,317255.365,"",38
"1288",13859,1,"AXNSED","Automatic","",NA,1,23,39,0.91,0.91,NA,0,2945.185,320200.55,"",39
"1289",13860,1,"AXNSED","Automatic","",NA,1,24,40,0.94,0.94,NA,0,2215.73,322416.28,"",40
"1290",13861,1,"AXNSED","Automatic","",NA,1,25,41,0.13,0.13,NA,0,2686.425,325102.705,"",41
"1291",13862,1,"AXNSED","Automatic","",NA,1,26,42,0.44,0.44,NA,0,1948.44,327051.145,"",42
"1292",13863,1,"AXNSED","Automatic","",NA,1,27,43,0.31,0.34,NA,0.03,1866.995,328918.14,"",43
"1293",13864,1,"AXNSED","Automatic","",NA,1,28,44,0.45,0.45,NA,0,2899.95,331818.09,"",44
"1294",13865,1,"AXNSED","Automatic","",NA,1,29,45,0.19,0.19,NA,0,2112.365,333930.455,"",45
"1295",13866,1,"AXNSED","Automatic","",NA,1,30,46,0.65,0.65,NA,0,1741.97,335672.425,"",46
"1296",14900,1,"NGMLLE","Automatic","",NA,1,1,17,0.62,0.62,NA,0,5797.075,219542.865,"",17
"1297",14901,1,"NGMLLE","Automatic","",NA,1,2,18,0.72,0.72,NA,0,5578.45,225121.315,"",18
"1298",14902,1,"NGMLLE","Automatic","",NA,1,3,19,0.76,0.52,NA,-0.24,8904.595,234025.91,"48",19
"1299",14903,1,"NGMLLE","Automatic","",NA,1,4,20,0.71,0.59,NA,-0.12,5178.07,239203.98,"",20
"1300",14904,1,"NGMLLE","Automatic","",NA,1,5,21,0.55,0.49,NA,-0.06,6115.51,245319.49,"",21
"1301",14905,1,"NGMLLE","Automatic","",NA,1,6,22,0.19,0.37,NA,0.18,5192.21,250511.7,"32",22
"1302",14906,1,"NGMLLE","Automatic","",NA,1,7,23,0.47,0.36,NA,-0.11,11164.65,261676.35,"",23
"1303",14907,1,"NGMLLE","Automatic","",NA,1,8,24,0.68,0.52,NA,-0.16,8487.96,270164.31,"",24
"1304",14908,1,"NGMLLE","Automatic","",NA,1,9,25,0.92,0.92,NA,0,6663.315,276827.625,"",25
"1305",14909,1,"NGMLLE","Automatic","",NA,1,10,26,0.3,0.3,NA,0,3778.435,280606.06," 29 30",26
"1306",14910,1,"NGMLLE","Automatic","",NA,1,11,27,0.6,0.6,NA,0,2785.445,283391.505,"",27
"1307",14911,1,"NGMLLE","Automatic","",NA,1,12,28,0.31,0.31,NA,0,2195.105,285586.61,"",28
"1308",14912,1,"NGMLLE","Automatic","",NA,1,13,29,0.4,0.41,NA,0.01,2593.62,288180.23,"",29
"1309",14913,1,"NGMLLE","Automatic","",NA,1,14,30,0.85,0.84,NA,-0.01,2743.995,290924.225,"",30
"1310",14914,1,"NGMLLE","Automatic","",NA,1,15,31,0.42,0.42,NA,0,1926.45,292850.675,"",31
"1311",14915,1,"NGMLLE","Automatic","",NA,1,16,32,0.41,0.41,NA,0,2116.99,294967.665,"",32
"1312",14916,1,"NGMLLE","Automatic","",NA,1,17,33,0.5,0.38,NA,-0.12,2252.675,297220.34,"",33
"1313",14917,1,"NGMLLE","Automatic","",NA,1,18,34,0.93,0.93,NA,0,2761.83,299982.17,"",34
"1314",14918,1,"NGMLLE","Automatic","",NA,1,19,35,0.68,0.68,NA,0,2684.595,302666.765,"",35
"1315",14919,1,"NGMLLE","Automatic","",NA,1,20,36,0.73,0.71,NA,-0.02,2496.105,305162.87,"",36
"1316",14920,1,"NGMLLE","Automatic","",NA,1,21,37,0.56,0.56,NA,0,3655.33,308818.2,"",37
"1317",14921,1,"NGMLLE","Automatic","",NA,1,22,38,0.11,0.33,NA,0.22,2835.02,311653.22,"",38
"1318",14922,1,"NGMLLE","Automatic","",NA,1,23,39,0.46,0.41,NA,-0.05,3684.77,315337.99,"49",39
"1319",14923,1,"NGMLLE","Automatic","",NA,1,24,40,0.93,0.83,NA,-0.1,2437.44,317775.43,"",40
"1320",14924,1,"NGMLLE","Automatic","",NA,1,25,41,0.08,0.09,NA,0.01,2266.535,320041.965,"",41
"1321",14925,1,"NGMLLE","Automatic","",NA,1,26,42,0.82,0.82,NA,0,2285.18,322327.145,"",42
"1322",14926,1,"NGMLLE","Automatic","",NA,1,27,43,0.47,0.46,NA,-0.01,2503.39,324830.535,"",43
"1323",14927,1,"NGMLLE","Automatic","",NA,1,28,44,0.19,0.5,NA,0.31,2419.24,327249.775,"50",44
"1324",14928,1,"NGMLLE","Automatic","",NA,1,29,45,0.9,0.9,NA,0,2464.665,329714.44,"",45
"1325",14929,1,"NGMLLE","Automatic","",NA,1,30,46,0.12,0.72,NA,0.6,2634.035,332348.475,"",46
"1326",89486,2,"OPNJRN","Automatic","Female","21",1,1,19,0.37,0.37,NA,0,3302.2,78889.8,"36",19
"1327",89487,2,"OPNJRN","Automatic","Female","21",1,2,20,0.55,0.55,NA,0,5958.2,84848,"",20
"1328",89488,2,"OPNJRN","Automatic","Female","21",1,3,21,0.86,0.86,NA,0,2206,87054,"",21
"1329",89489,2,"OPNJRN","Automatic","Female","21",1,4,22,0.52,0.52,NA,0,2750.9,89804.9,"53",22
"1330",89490,2,"OPNJRN","Automatic","Female","21",1,5,23,0.19,0.19,NA,0,1949.7,91754.6,"",23
"1331",89491,2,"OPNJRN","Automatic","Female","21",1,6,24,0.46,0.46,NA,0,1693.8,93448.4,"",24
"1332",89492,2,"OPNJRN","Automatic","Female","21",1,7,25,0.29,0.29,NA,0,1934.7,95383.1,"",25
"1333",89493,2,"OPNJRN","Automatic","Female","21",1,8,26,0.9,0.9,NA,0,2422.3,97805.4,"",26
"1334",89494,2,"OPNJRN","Automatic","Female","21",1,9,27,0.93,0.93,NA,0,2341.6,100147,"92",27
"1335",89495,2,"OPNJRN","Automatic","Female","21",1,10,28,0.44,0.44,NA,0,1278.7,101425.7,"",28
"1336",89496,2,"OPNJRN","Automatic","Female","21",1,11,29,0.95,0.95,NA,0,2260.6,103686.3,"",29
"1337",89497,2,"OPNJRN","Automatic","Female","21",1,12,30,0.15,0.15,NA,0,1654.1,105340.4,"",30
"1338",89498,2,"OPNJRN","Automatic","Female","21",1,13,31,0.63,0.63,NA,0,12654.3,117994.7,"",31
"1339",89499,2,"OPNJRN","Automatic","Female","21",1,14,32,0.69,0.69,NA,0,3598.1,121592.8," 70 68",32
"1340",89500,2,"OPNJRN","Automatic","Female","21",1,15,33,0.94,0.94,NA,0,2526.9,124119.7,"",33
"1341",89501,2,"OPNJRN","Automatic","Female","21",1,16,34,0.19,0.19,NA,0,3374.1,127493.8," 18 18",34
"1342",89502,2,"OPNJRN","Automatic","Female","21",1,17,35,0.57,0.57,NA,0,2038.2,129532,"",35
"1343",89503,2,"OPNJRN","Automatic","Female","21",1,18,36,0.36,0.36,NA,0,1390.5,130922.5,"",36
"1344",89504,2,"OPNJRN","Automatic","Female","21",1,19,37,0.04,0.04,NA,0,2021.9,132944.4,"",37
"1345",89505,2,"OPNJRN","Automatic","Female","21",1,20,38,0.25,0.25,NA,0,1694.2,134638.6,"",38
"1346",89506,2,"OPNJRN","Automatic","Female","21",1,21,39,0.3,0.3,NA,0,2030.9,136669.5,"29",39
"1347",89507,2,"OPNJRN","Automatic","Female","21",1,22,40,0.6,0.6,NA,0,1781.1,138450.6,"",40
"1348",89508,2,"OPNJRN","Automatic","Female","21",1,23,41,0.63,0.63,NA,0,1710.4,140161,"",41
"1349",89509,2,"OPNJRN","Automatic","Female","21",1,24,42,0.22,0.22,NA,0,2454.9,142615.9,"21",42
"1350",89510,2,"OPNJRN","Automatic","Female","21",1,25,43,0.94,0.94,NA,0,1926.9,144542.8,"",43
"1351",89511,2,"OPNJRN","Automatic","Female","21",1,26,44,0.74,0.74,NA,0,2486,147028.8,"75",44
"1352",89512,2,"OPNJRN","Automatic","Female","21",1,27,45,0.95,0.95,NA,0,2246.6,149275.4,"",45
"1353",89513,2,"OPNJRN","Automatic","Female","21",1,28,46,0.85,0.85,NA,0,4614.1,153889.5," 86 86",46
"1354",89514,2,"OPNJRN","Automatic","Female","21",1,29,47,0.46,0.46,NA,0,1798.4,155687.9,"",47
"1355",89515,2,"OPNJRN","Automatic","Female","21",1,30,48,0.23,0.23,NA,0,3087.1,158775,"24",48
"1356",15963,1,"LBFHLO","Manual","",NA,1,1,17,0.26,0.45,NA,0.19,5857.03,788062.36,"",17
"1357",15964,1,"LBFHLO","Manual","",NA,1,2,18,0.57,0.57,NA,0,4996.785,793059.145,"",18
"1358",15965,1,"LBFHLO","Manual","",NA,1,3,19,0.54,0.54,NA,0,3093.045,796152.19,"",19
"1359",15966,1,"LBFHLO","Manual","",NA,1,4,20,0.03,0.03,NA,0,3230.54,799382.73,"",20
"1360",15967,1,"LBFHLO","Manual","",NA,1,5,21,0.4,0.4,NA,0,2744.975,802127.705,"",21
"1361",15968,1,"LBFHLO","Manual","",NA,1,6,22,0.06,0.06,NA,0,2957.45,805085.155,"",22
"1362",15969,1,"LBFHLO","Manual","",NA,1,7,23,0.39,0.39,NA,0,2890.955,807976.11,"",23
"1363",15970,1,"LBFHLO","Manual","",NA,1,8,24,0.29,0.29,NA,0,2766.825,810742.935,"",24
"1364",15971,1,"LBFHLO","Manual","",NA,1,9,25,0.68,0.68,NA,0,5039.975,815782.91,"",25
"1365",15972,1,"LBFHLO","Manual","",NA,1,10,26,0.5,0.5,NA,0,3066.12,818849.03,"",26
"1366",15973,1,"LBFHLO","Manual","",NA,1,11,27,0.04,0.04,NA,0,3607.675,822456.705,"5",27
"1367",15974,1,"LBFHLO","Manual","",NA,1,12,28,0.22,0.22,NA,0,2790.44,825247.145,"",28
"1368",15975,1,"LBFHLO","Manual","",NA,1,13,29,0.26,0.26,NA,0,2259.835,827506.98,"",29
"1369",15976,1,"LBFHLO","Manual","",NA,1,14,30,0.95,0.95,NA,0,2652.25,830159.23,"",30
"1370",15977,1,"LBFHLO","Manual","",NA,1,15,31,0.26,0.26,NA,0,2410.04,832569.27,"",31
"1371",15978,1,"LBFHLO","Manual","",NA,1,16,32,0.21,0.21,NA,0,2580.39,835149.66,"",32
"1372",15979,1,"LBFHLO","Manual","",NA,1,17,33,0.45,0.45,NA,0,2530.19,837679.85,"",33
"1373",15980,1,"LBFHLO","Manual","",NA,1,18,34,0.26,0.26,NA,0,3685.135,841364.985," 27 27",34
"1374",15981,1,"LBFHLO","Manual","",NA,1,19,35,0.94,0.94,NA,0,2858.96,844223.945,"",35
"1375",15982,1,"LBFHLO","Manual","",NA,1,20,36,0.83,0.83,NA,0,2561.805,846785.75,"",36
"1376",15983,1,"LBFHLO","Manual","",NA,1,21,37,0.35,0.35,NA,0,2585.865,849371.615,"",37
"1377",15984,1,"LBFHLO","Manual","",NA,1,22,38,0.5,0.5,NA,0,2426.285,851797.9,"",38
"1378",15985,1,"LBFHLO","Manual","",NA,1,23,39,0.42,0.42,NA,0,2685.71,854483.61,"",39
"1379",15986,1,"LBFHLO","Manual","",NA,1,24,40,0.28,0.28,NA,0,59024.86,913508.47,"27",40
"1380",15987,1,"LBFHLO","Manual","",NA,1,25,41,0.72,0.72,NA,0,3034.2,916542.67,"",41
"1381",15988,1,"LBFHLO","Manual","",NA,1,26,42,0.62,0.62,NA,0,2781.415,919324.085,"",42
"1382",15989,1,"LBFHLO","Manual","",NA,1,27,43,0.66,0.66,NA,0,2468.79,921792.875,"",43
"1383",15990,1,"LBFHLO","Manual","",NA,1,28,44,0.48,0.48,NA,0,3459.65,925252.525,"",44
"1384",15991,1,"LBFHLO","Manual","",NA,1,29,45,0.36,0.36,NA,0,4994.785,930247.31,"",45
"1385",15992,1,"LBFHLO","Manual","",NA,1,30,46,0.7,0.7,NA,0,7140.43,937387.74,"",46
"1386",90544,2,"WRUBKM","Manual","Male","19",1,1,12,0.22,0.6,NA,0.38,19959.8,131739.8,"",12
"1387",90545,2,"WRUBKM","Manual","Male","19",1,2,13,0.91,0.88,NA,-0.03,5172.8,136912.6,"",13
"1388",90546,2,"WRUBKM","Manual","Male","19",1,3,14,0.46,0.48,NA,0.02,4361.8,141274.4,"",14
"1389",90547,2,"WRUBKM","Manual","Male","19",1,4,15,0.21,0.24,NA,0.03,5131.2,146405.6,"",15
"1390",90548,2,"WRUBKM","Manual","Male","19",1,5,16,0.83,0.8,NA,-0.03,18421.7,164827.3,"81",16
"1391",90551,2,"WRUBKM","Manual","Male","19",1,1,19,0.17,0.17,NA,0,2702.4,204783.2,"",19
"1392",90552,2,"WRUBKM","Manual","Male","19",1,2,20,0.87,0.87,NA,0,2570.9,207354.1,"",20
"1393",90553,2,"WRUBKM","Manual","Male","19",1,3,21,0.17,0.17,NA,0,2280.8,209634.9,"",21
"1394",90554,2,"WRUBKM","Manual","Male","19",1,4,22,0.86,0.86,NA,0,2539.3,212174.2,"",22
"1395",90555,2,"WRUBKM","Manual","Male","19",1,5,23,0.4,0.4,NA,0,1866,214040.2,"",23
"1396",90556,2,"WRUBKM","Manual","Male","19",1,6,24,0.57,0.57,NA,0,1743.2,215783.4,"",24
"1397",90557,2,"WRUBKM","Manual","Male","19",1,7,25,0.38,0.38,NA,0,2511.7,218295.1,"39",25
"1398",90558,2,"WRUBKM","Manual","Male","19",1,8,26,0.32,0.32,NA,0,2236.3,220531.4,"",26
"1399",90559,2,"WRUBKM","Manual","Male","19",1,9,27,0.08,0.08,NA,0,1920.5,222451.9,"",27
"1400",90560,2,"WRUBKM","Manual","Male","19",1,10,28,0.8,0.8,NA,0,2211.3,224663.2,"",28
"1401",90561,2,"WRUBKM","Manual","Male","19",1,11,29,0.59,0.59,NA,0,1974.2,226637.4,"",29
"1402",90562,2,"WRUBKM","Manual","Male","19",1,12,30,0.21,0.21,NA,0,2023.4,228660.8,"",30
"1403",90563,2,"WRUBKM","Manual","Male","19",1,13,31,0.15,0.15,NA,0,1834.7,230495.5,"",31
"1404",90564,2,"WRUBKM","Manual","Male","19",1,14,32,0.58,0.58,NA,0,1394.9,231890.4,"",32
"1405",90565,2,"WRUBKM","Manual","Male","19",1,15,33,0.27,0.27,NA,0,1708.6,233599,"",33
"1406",90566,2,"WRUBKM","Manual","Male","19",1,16,34,0.61,0.61,NA,0,2328.3,235927.3,"",34
"1407",90567,2,"WRUBKM","Manual","Male","19",1,17,35,0.13,0.13,NA,0,3088.9,239016.2,"14",35
"1408",90568,2,"WRUBKM","Manual","Male","19",1,18,36,0.34,0.34,NA,0,1700.3,240716.5,"",36
"1409",90569,2,"WRUBKM","Manual","Male","19",1,19,37,0.63,0.63,NA,0,2372.8,243089.3,"",37
"1410",90570,2,"WRUBKM","Manual","Male","19",1,20,38,0.88,0.88,NA,0,1959.9,245049.2,"",38
"1411",90571,2,"WRUBKM","Manual","Male","19",1,21,39,0.57,0.57,NA,0,1645.4,246694.6,"",39
"1412",90572,2,"WRUBKM","Manual","Male","19",1,22,40,0.47,0.47,NA,0,2074.7,248769.3,"",40
"1413",90573,2,"WRUBKM","Manual","Male","19",1,23,41,0.56,0.56,NA,0,9484.3,258253.6,"",41
"1414",90574,2,"WRUBKM","Manual","Male","19",1,24,42,0.23,0.23,NA,0,8361,266614.6,"",42
"1415",90575,2,"WRUBKM","Manual","Male","19",1,25,43,0.79,0.79,NA,0,1645.7,268260.3,"",43
"1416",90576,2,"WRUBKM","Manual","Male","19",1,26,44,0.55,0.55,NA,0,1873.9,270134.2,"",44
"1417",90577,2,"WRUBKM","Manual","Male","19",1,27,45,0.18,0.18,NA,0,2481.6,272615.8,"",45
"1418",90578,2,"WRUBKM","Manual","Male","19",1,28,46,0.13,0.13,NA,0,1821.8,274437.6,"",46
"1419",90579,2,"WRUBKM","Manual","Male","19",1,29,47,0.2,0.2,NA,0,1869.2,276306.8,"",47
"1420",90580,2,"WRUBKM","Manual","Male","19",1,30,48,0.27,0.27,NA,0,2140.7,278447.5,"",48
"1421",91623,2,"DTWEMF","Manual","Male","20",1,1,19,0.27,0.27,NA,0,10203.8,390356.5,"",19
"1422",91624,2,"DTWEMF","Manual","Male","20",1,2,20,0.67,0.67,NA,0,4713.5,395070,"",20
"1423",91625,2,"DTWEMF","Manual","Male","20",1,3,21,0.75,0.75,NA,0,3279.1,398349.1,"",21
"1424",91626,2,"DTWEMF","Manual","Male","20",1,4,22,0.28,0.28,NA,0,8961.9,407311,"",22
"1425",91627,2,"DTWEMF","Manual","Male","20",1,5,23,0.39,0.39,NA,0,3359.7,410670.7,"",23
"1426",91628,2,"DTWEMF","Manual","Male","20",1,6,24,0.94,0.94,NA,0,3167,413837.7,"",24
"1427",91629,2,"DTWEMF","Manual","Male","20",1,7,25,0.19,0.19,NA,0,4095,417932.7,"",25
"1428",91630,2,"DTWEMF","Manual","Male","20",1,8,26,0.73,0.73,NA,0,2535.2,420467.9,"",26
"1429",91631,2,"DTWEMF","Manual","Male","20",1,9,27,0.55,0.55,NA,0,2722.4,423190.3,"",27
"1430",91632,2,"DTWEMF","Manual","Male","20",1,10,28,0.11,0.11,NA,0,2634.2,425824.5,"",28
"1431",91633,2,"DTWEMF","Manual","Male","20",1,11,29,0.64,0.64,NA,0,2170.9,427995.4,"",29
"1432",91634,2,"DTWEMF","Manual","Male","20",1,12,30,0.97,0.97,NA,0,3633.4,431628.8,"",30
"1433",91635,2,"DTWEMF","Manual","Male","20",1,13,31,0.34,0.56,NA,0.22,2195.8,433824.6,"",31
"1434",91636,2,"DTWEMF","Manual","Male","20",1,14,32,0.6,0.6,NA,0,2359.6,436184.2,"",32
"1435",91637,2,"DTWEMF","Manual","Male","20",1,15,33,0.28,0.28,NA,0,1611.5,437795.7,"",33
"1436",91638,2,"DTWEMF","Manual","Male","20",1,16,34,0.01,0.01,NA,0,3400,441195.7,"",34
"1437",91639,2,"DTWEMF","Manual","Male","20",1,17,35,0.31,0.31,NA,0,1894.3,443090,"",35
"1438",91640,2,"DTWEMF","Manual","Male","20",1,18,36,0.36,0.37,NA,0.01,1542.9,444632.9,"",36
"1439",91641,2,"DTWEMF","Manual","Male","20",1,19,37,0.19,0.19,NA,0,1408.5,446041.4,"",37
"1440",91642,2,"DTWEMF","Manual","Male","20",1,20,38,0.39,0.39,NA,0,1513.1,447554.5,"",38
"1441",91643,2,"DTWEMF","Manual","Male","20",1,21,39,0.16,0.16,NA,0,1885.3,449439.8,"",39
"1442",91644,2,"DTWEMF","Manual","Male","20",1,22,40,0.58,0.59,NA,0.01,2698.2,452138,"",40
"1443",91645,2,"DTWEMF","Manual","Male","20",1,23,41,0.68,0.68,NA,0,1672.2,453810.2,"",41
"1444",91646,2,"DTWEMF","Manual","Male","20",1,24,42,0.36,0.36,NA,0,5073.2,458883.4,"",42
"1445",91647,2,"DTWEMF","Manual","Male","20",1,25,43,0.36,0.36,NA,0,1777.5,460660.9,"",43
"1446",91648,2,"DTWEMF","Manual","Male","20",1,26,44,0.87,0.87,NA,0,1528.5,462189.4,"",44
"1447",91649,2,"DTWEMF","Manual","Male","20",1,27,45,0.64,0.64,NA,0,1830.6,464020,"",45
"1448",91650,2,"DTWEMF","Manual","Male","20",1,28,46,0.45,0.46,NA,0.01,2301,466321,"",46
"1449",91651,2,"DTWEMF","Manual","Male","20",1,29,47,0.13,0.13,NA,0,2460.8,468781.8,"14",47
"1450",91652,2,"DTWEMF","Manual","Male","20",1,30,48,0.9,0.9,NA,0,2237.1,471018.9,"",48
"1451",17025,1,"TOEKMR","Automatic","",NA,1,1,16,0.18,0.18,NA,0,28085.1,573097.335,"",16
"1452",17026,1,"TOEKMR","Automatic","",NA,1,2,17,0.68,0.68,NA,0,24046.57,597143.905,"",17
"1453",17027,1,"TOEKMR","Automatic","",NA,1,3,18,0.85,0.85,NA,0,7225.695,604369.6,"",18
"1454",17028,1,"TOEKMR","Automatic","",NA,1,4,19,0.4,0.4,NA,0,11161.5,615531.1,"",19
"1455",17029,1,"TOEKMR","Automatic","",NA,1,5,20,0.91,0.91,NA,0,6227.62,621758.72,"91",20
